op_type,input_shapes,runs_seen,total_count,min_us,avg_us,median_us,max_us
LayerNormV3WithImplMode,"15,128;128;128",1,2,8.66,8.90,8.90,9.14
LayerNormV3WithImplMode,"12,128;128;128",1,1,8.40,8.40,8.40,8.40
Less,3;,3,218,2.20,2.56,2.54,3.18
Less,"1,3;",3,109,2.52,2.74,2.72,3.12
Less,4096;,6,108,3.94,4.30,4.26,5.96
Less,9;,2,94,2.24,2.55,2.55,3.20
Less,6;,2,92,2.24,2.59,2.64,3.10
Less,"3,3;",2,47,2.70,2.89,2.90,3.14
Less,"2,3;",2,46,2.60,2.90,2.88,3.26
Less,24;,1,38,2.24,2.57,2.55,3.06
Less,"1,1;",4,22,3.16,3.32,3.31,3.72
Less,"8,3;",1,19,2.62,2.83,2.82,3.06
Less,1824;,2,6,3.28,3.46,3.43,3.76
Less,18;,1,4,2.34,2.56,2.59,2.74
Less,15;,1,4,2.26,2.62,2.58,3.06
Less,21;,1,4,2.30,2.54,2.52,2.82
Less,"5,1;",2,3,2.92,3.06,2.94,3.32
Less,"6,3;",1,2,2.86,3.03,3.03,3.20
Less,"7,3;",1,2,2.74,2.78,2.78,2.82
Less,"5,3;",1,2,2.68,2.71,2.71,2.74
Less,12;,1,2,2.34,2.53,2.53,2.72
Less,"4,1;",1,1,3.32,3.32,3.32,3.32
Less,"6,1;",1,1,2.82,2.82,2.82,2.82
Less,"4,3;",1,1,2.64,2.64,2.64,2.64
LessAiCore,3;,3,109,2.50,2.98,3.00,3.52
LessAiCore,9;,2,47,2.48,2.75,2.72,3.36
LessAiCore,6;,2,46,2.46,3.00,3.04,3.58
LessAiCore,27;,1,19,2.56,2.83,2.70,3.32
LessAiCore,21;,1,4,2.92,3.17,3.16,3.42
LessAiCore,15;,1,2,2.52,2.55,2.55,2.58
LessAiCore,12;,1,1,3.06,3.06,3.06,3.06
LightningIndexer,"3,32,128;1765,128,1,128;3,32;1;1;1,1584",3,8720,25.60,34.56,32.78,70.20
LightningIndexer,"9,32,128;1765,128,1,128;9,32;3;3;3,1584",2,3760,38.02,66.97,67.98,78.16
LightningIndexer,"6,32,128;1765,128,1,128;6,32;2;2;2,1584",2,3680,36.00,59.92,60.28,70.00
LightningIndexer,"27,32,128;1765,128,1,128;27,32;9;9;9,1584",1,1482,56.08,64.60,64.96,69.68
LightningIndexer,"256,32,128;1678,128,1,128;256,32;1;1;1,1584",2,1120,25.10,186.19,162.15,441.51
LightningIndexer,"256,32,128;1681,128,1,128;256,32;1;1;1,1584",1,400,26.26,246.01,257.23,445.93
LightningIndexer,"21,32,128;1765,128,1,128;21,32;7;7;7,1584",1,316,46.12,60.48,60.31,66.14
LightningIndexer,"256,32,128;1681,128,1,128;256,32;5;5;5,1584",1,160,27.52,104.04,103.05,136.04
LightningIndexer,"256,32,128;1680,128,1,128;256,32;1;1;1,1584",1,160,26.78,106.95,64.30,181.54
LightningIndexer,"15,32,128;1765,128,1,128;15,32;5;5;5,1584",1,160,44.14,59.33,59.61,64.24
LightningIndexer,"114,32,128;1680,128,1,128;114,32;1;1;1,1584",1,80,35.20,130.71,132.59,147.56
LightningIndexer,"256,32,128;1678,128,1,128;256,32;6;6;6,1584",1,80,33.66,121.43,122.26,137.08
LightningIndexer,"256,32,128;1678,128,1,128;256,32;5;5;5,1584",1,80,29.82,96.37,97.63,112.82
LightningIndexer,"256,32,128;1681,128,1,128;256,32;4;4;4,1584",1,80,26.04,94.49,96.09,106.50
LightningIndexer,"12,32,128;1765,128,1,128;12,32;4;4;4,1584",1,80,40.80,55.55,55.82,61.02
LightningIndexer,"24,32,128;1765,128,1,128;24,32;8;8;8,1584",1,38,48.48,58.93,58.88,70.10
LightningIndexer,"18,32,128;1765,128,1,128;18,32;6;6;6,1584",1,4,46.62,53.87,52.96,62.92
LinearIndex,2;1,4,156,1.64,1.87,1.82,3.26
LinearIndex,1;1,3,110,1.90,2.06,2.02,2.44
LinearIndex,6;1,2,49,1.68,1.82,1.76,3.20
LinearIndex,3;1,2,47,1.94,2.10,2.04,3.32
LinearIndex,4;1,2,47,1.64,1.82,1.78,2.88
LinearIndex,8;1,1,19,1.86,2.01,1.98,2.22
LinearIndex,16;1,1,18,1.68,1.81,1.79,2.08
LinearIndex,7;1,1,2,2.02,2.08,2.08,2.14
LinearIndex,10;1,1,2,1.82,2.00,2.00,2.18
LinearIndex,5;1,1,2,1.96,1.99,1.99,2.02
LinearIndex,12;1,1,2,1.72,1.77,1.77,1.82
LinearIndex,14;1,1,2,1.68,1.73,1.73,1.78
Log,"1,154880",7,240,5.36,8.89,8.16,51.82
Log,"3,154880",2,94,7.10,8.73,8.56,21.70
Log,"2,154880",2,92,5.50,9.38,7.62,52.62
Log,"8,154880",1,38,8.30,12.86,9.20,60.88
Log,"5,154880",3,7,8.88,9.40,9.30,10.08
Log,"6,154880",2,5,8.60,11.58,9.00,17.02
Log,"7,154880",1,4,8.78,10.58,8.93,15.68
Log,"4,154880",2,3,8.60,9.05,9.10,9.46
LogicalAnd,3;3,3,218,1.20,1.53,1.52,2.16
LogicalAnd,"1,3;1,3",3,109,1.42,1.64,1.62,2.12
LogicalAnd,4096;4096,6,108,1.48,1.87,1.84,3.10
LogicalAnd,9;9,2,94,1.22,1.52,1.54,1.86
LogicalAnd,6;6,2,92,1.26,1.52,1.54,1.88
LogicalAnd,"3,3;3,3",2,47,1.52,1.69,1.66,1.98
LogicalAnd,"2,3;2,3",2,46,1.54,1.70,1.66,2.04
LogicalAnd,24;24,1,38,1.24,1.56,1.50,2.36
LogicalAnd,"1,1;1,1",4,22,1.54,1.83,1.82,2.22
LogicalAnd,"8,3;8,3",1,19,1.58,1.75,1.74,1.98
LogicalAnd,1824;1824,2,6,1.56,1.83,1.83,2.02
LogicalAnd,18;18,1,4,1.42,1.71,1.69,2.04
LogicalAnd,21;21,1,4,1.28,1.58,1.57,1.90
LogicalAnd,15;15,1,4,1.28,1.52,1.44,1.92
LogicalAnd,"5,1;5,1",2,3,1.70,1.93,2.04,2.04
LogicalAnd,"7,3;7,3",1,2,1.66,1.79,1.79,1.92
LogicalAnd,"6,3;6,3",1,2,1.74,1.78,1.78,1.82
LogicalAnd,"5,3;5,3",1,2,1.60,1.65,1.65,1.70
LogicalAnd,12;12,1,2,1.28,1.39,1.39,1.50
LogicalAnd,"6,1;6,1",1,1,1.74,1.74,1.74,1.74
LogicalAnd,"4,1;4,1",1,1,1.66,1.66,1.66,1.66
LogicalAnd,"4,3;4,3",1,1,1.52,1.52,1.52,1.52
LogicalAndAiCore,3;3,3,109,1.46,1.76,1.74,2.24
LogicalAndAiCore,9;9,2,47,1.44,1.67,1.62,3.00
LogicalAndAiCore,6;6,2,46,1.46,1.77,1.75,2.10
LogicalAndAiCore,27;27,1,19,1.46,1.67,1.62,2.00
LogicalAndAiCore,21;21,1,4,1.64,1.69,1.66,1.80
LogicalAndAiCore,15;15,1,2,1.46,1.67,1.67,1.88
LogicalAndAiCore,12;12,1,1,2.14,2.14,2.14,2.14
LogicalNot,3,3,218,1.34,1.54,1.52,1.94
LogicalNot,4096,6,108,1.46,1.65,1.62,2.48
LogicalNot,9,2,94,1.38,1.49,1.48,1.68
LogicalNot,6,2,92,1.42,1.53,1.52,1.74
LogicalNot,24,1,38,1.40,1.53,1.50,1.78
LogicalNot,1824,2,6,1.46,1.65,1.57,1.98
LogicalNot,15,1,4,1.52,1.63,1.62,1.76
LogicalNot,21,1,4,1.40,1.57,1.57,1.74
LogicalNot,18,1,4,1.38,1.50,1.52,1.56
LogicalNot,12,1,2,1.40,1.64,1.64,1.88
LogicalNotAiCore,3,3,109,1.36,1.67,1.64,1.98
LogicalNotAiCore,9,2,47,1.38,1.54,1.48,2.14
LogicalNotAiCore,6,2,46,1.44,1.72,1.73,2.10
LogicalNotAiCore,27,1,19,1.40,1.56,1.48,1.80
LogicalNotAiCore,21,1,4,1.66,1.83,1.85,1.96
LogicalNotAiCore,15,1,2,1.40,1.51,1.51,1.62
LogicalNotAiCore,12,1,1,1.84,1.84,1.84,1.84
MaskedFill,1;1;,7,262,1.42,1.75,1.72,2.74
MaskedFill,"1,154880;1,154880;",7,240,8.54,13.34,12.53,33.84
MaskedFill,"3,6144;3,1;",3,218,13.74,16.27,15.70,25.50
MaskedFill,"4096,6144;4096,1;",6,108,140.80,170.19,168.97,244.26
MaskedFill,"9,6144;9,1;",2,94,14.38,15.85,15.57,22.72
MaskedFill,"3,154880;3,154880;",2,94,10.36,16.45,14.00,75.96
MaskedFill,3;3;,2,94,1.86,2.14,2.12,2.54
MaskedFill,"6,6144;6,1;",2,92,14.38,16.37,16.13,25.06
MaskedFill,"2,154880;2,154880;",2,92,10.06,15.94,14.77,53.30
MaskedFill,2;2;,2,92,1.94,2.20,2.16,2.68
MaskedFill,"8,154880;8,154880;",1,38,17.42,23.89,20.02,71.76
MaskedFill,"24,6144;24,1;",1,38,14.76,16.95,17.04,18.52
MaskedFill,8;8;,1,38,1.84,2.30,2.30,2.80
MaskedFill,5;5;,3,10,2.02,2.44,2.47,2.88
MaskedFill,"5,154880;5,154880;",3,7,17.30,19.55,17.98,22.98
MaskedFill,"1824,6144;1824,1;",2,6,70.66,79.39,82.00,87.28
MaskedFill,6;6;,2,6,1.96,2.25,2.17,2.82
MaskedFill,"6,154880;6,154880;",2,5,17.06,18.45,18.08,21.40
MaskedFill,"7,154880;7,154880;",1,4,17.92,18.00,17.96,18.16
MaskedFill,"21,6144;21,1;",1,4,13.12,14.58,14.57,16.04
MaskedFill,"15,6144;15,1;",1,4,13.90,14.43,14.28,15.24
MaskedFill,"18,6144;18,1;",1,4,11.28,12.57,12.94,13.12
MaskedFill,4;4;,2,4,2.26,2.90,2.92,3.50
MaskedFill,7;7;,1,4,2.06,2.30,2.29,2.56
MaskedFill,"4,154880;4,154880;",2,3,17.00,17.15,17.20,17.26
MaskedFill,"12,6144;12,1;",1,2,14.90,15.44,15.44,15.98
MaskedFillAiCore,"3,6144;3,1;",3,109,14.06,15.26,14.80,16.88
MaskedFillAiCore,"9,6144;9,1;",2,47,14.24,14.88,14.84,15.50
MaskedFillAiCore,"6,6144;6,1;",2,46,14.18,14.54,14.54,15.26
MaskedFillAiCore,"27,6144;27,1;",1,19,9.58,10.18,10.12,10.84
MaskedFillAiCore,"21,6144;21,1;",1,4,12.74,13.03,12.92,13.54
MaskedFillAiCore,"15,6144;15,1;",1,2,15.12,15.22,15.22,15.32
MaskedFillAiCore,"12,6144;12,1;",1,1,16.10,16.10,16.10,16.10
MatMulCommon,"3,6144;128,6144",3,109,15.22,15.65,15.62,16.24
MatMulCommon,"3,6144;32,6144",3,109,12.66,12.95,12.88,13.46
MatMulCommon,"3,6144;256,6144",3,109,9.22,10.21,10.18,11.24
MatMulCommon,"9,6144;128,6144",2,47,15.14,15.65,15.64,16.28
MatMulCommon,"9,6144;32,6144",2,47,13.24,13.44,13.42,13.64
MatMulCommon,"9,6144;256,6144",2,47,8.96,9.51,9.52,10.08
MatMulCommon,"6,6144;128,6144",2,46,15.16,15.62,15.59,16.26
MatMulCommon,"6,6144;32,6144",2,46,12.86,13.13,13.13,13.52
MatMulCommon,"6,6144;256,6144",2,46,8.96,9.35,9.27,10.42
MatMulCommon,"27,6144;128,6144",1,19,16.26,16.69,16.72,17.08
MatMulCommon,"27,6144;32,6144",1,19,13.20,13.56,13.54,14.02
MatMulCommon,"27,6144;256,6144",1,19,9.90,10.49,10.48,11.44
MatMulCommon,"21,6144;128,6144",1,4,16.44,16.78,16.81,17.06
MatMulCommon,"21,6144;32,6144",1,4,13.28,13.38,13.35,13.54
MatMulCommon,"21,6144;256,6144",1,4,9.74,10.12,10.21,10.32
MatMulCommon,"15,6144;128,6144",1,2,15.44,15.67,15.67,15.90
MatMulCommon,"15,6144;32,6144",1,2,13.22,13.24,13.24,13.26
MatMulCommon,"15,6144;256,6144",1,2,9.32,9.41,9.41,9.50
MatMulCommon,"12,6144;128,6144",1,1,15.54,15.54,15.54,15.54
MatMulCommon,"12,6144;32,6144",1,1,13.52,13.52,13.52,13.52
MatMulCommon,"12,6144;256,6144",1,1,9.68,9.68,9.68,9.68
MatMulV2,"3,6144;128,6144",3,8611,13.42,14.45,14.32,28.86
MatMulV2,"3,6144;32,6144",3,8611,11.50,12.71,12.66,25.62
MatMulV2,"3,6144;256,6144",3,8285,8.16,10.23,10.42,11.92
MatMulV2,"9,6144;128,6144",2,3713,13.24,14.59,14.48,25.52
MatMulV2,"9,6144;32,6144",2,3713,11.76,13.18,13.18,23.52
MatMulV2,"6,6144;128,6144",2,3634,13.50,14.59,14.46,28.32
MatMulV2,"6,6144;32,6144",2,3634,11.70,12.90,12.86,27.18
MatMulV2,"9,6144;256,6144",2,3572,8.36,10.07,10.22,11.92
MatMulV2,"6,6144;256,6144",2,3496,8.44,10.03,10.18,11.72
MatMulV2,"256,6144;256,6144",6,2772,15.06,21.00,19.70,32.12
MatMulV2,"256,6144;128,6144",6,2080,11.44,14.56,14.60,15.84
MatMulV2,"256,6144;32,6144",6,2080,9.56,12.61,12.71,20.56
MatMulV2,"27,6144;128,6144",1,1463,14.94,16.51,16.60,22.38
MatMulV2,"27,6144;32,6144",1,1463,12.98,13.35,13.32,16.16
MatMulV2,"27,6144;256,6144",1,1406,9.46,11.49,11.72,13.46
MatMulV2,"21,6144;128,6144",1,312,14.98,16.49,16.58,20.64
MatMulV2,"21,6144;32,6144",1,312,12.92,13.36,13.31,20.76
MatMulV2,"21,6144;256,6144",1,300,9.52,11.24,11.45,12.92
MatMulV2,"1,6144;38720,6144",3,218,387.92,397.50,398.53,426.28
MatMulV2,"3,12288;6144,12288",3,218,124.62,161.81,165.48,201.37
MatMulV2,"3,6144;6144,6144",3,218,62.18,67.84,66.16,77.34
MatMulV2,"3,6144;38720,6144",4,203,391.53,410.97,401.14,487.34
MatMulV2,"15,6144;128,6144",1,158,13.62,14.49,14.42,20.80
MatMulV2,"15,6144;32,6144",1,158,12.38,13.13,13.10,17.96
MatMulV2,"114,6144;256,6144",2,154,13.28,18.82,17.78,23.14
MatMulV2,"15,6144;256,6144",1,152,8.72,10.31,10.52,11.92
MatMulV2,"9,12288;6144,12288",2,94,127.78,175.79,180.03,246.13
MatMulV2,"9,6144;6144,6144",2,94,62.30,84.76,87.10,112.38
MatMulV2,"2,6144;38720,6144",2,92,397.07,412.70,417.80,461.94
MatMulV2,"6,12288;6144,12288",2,92,127.24,173.34,176.26,219.29
MatMulV2,"6,6144;6144,6144",2,92,62.14,74.38,77.52,89.20
MatMulV2,"114,6144;128,6144",1,80,20.94,26.17,26.22,27.82
MatMulV2,"114,6144;32,6144",1,80,13.36,13.90,13.88,14.80
MatMulV2,"12,6144;128,6144",1,79,13.72,14.68,14.62,18.70
MatMulV2,"12,6144;32,6144",1,79,12.56,13.15,13.16,13.94
MatMulV2,"12,6144;256,6144",1,76,8.42,10.25,10.46,11.74
MatMulV2,"256,12288;6144,12288",6,72,259.20,272.49,271.34,287.58
MatMulV2,"256,6144;6144,6144",6,72,112.08,123.66,122.02,140.90
MatMulV2,"1,6144;9680,6144",4,66,134.92,178.50,176.87,220.64
MatMulV2,"6,6144;38720,6144",2,50,409.95,416.38,413.78,463.40
MatMulV2,"9,6144;38720,6144",2,47,425.76,433.06,431.32,474.82
MatMulV2,"8,6144;38720,6144",1,38,423.46,452.56,452.54,484.20
MatMulV2,"24,12288;6144,12288",1,38,128.78,173.54,173.59,218.43
MatMulV2,"24,6144;6144,6144",1,38,64.56,103.27,103.68,141.96
MatMulV2,"24,6144;128,6144",1,38,14.48,15.95,15.83,17.46
MatMulV2,"24,6144;32,6144",1,38,13.32,13.75,13.73,14.16
MatMulV2,"24,6144;256,6144",1,38,10.06,10.71,10.68,11.44
MatMulV2,"24,6144;38720,6144",1,19,460.90,467.25,466.46,472.58
MatMulV2,"5,6144;9680,6144",2,9,149.78,181.48,173.78,213.68
MatMulV2,"5,6144;38720,6144",1,4,432.92,461.24,458.71,494.62
MatMulV2,"7,6144;38720,6144",1,4,420.26,444.57,444.54,468.94
MatMulV2,"114,12288;6144,12288",2,4,174.13,191.72,188.77,215.20
MatMulV2,"15,12288;6144,12288",1,4,133.30,184.43,183.15,238.13
MatMulV2,"18,12288;6144,12288",1,4,133.93,175.86,175.50,218.53
MatMulV2,"21,12288;6144,12288",1,4,129.24,174.49,174.37,219.99
MatMulV2,"114,6144;6144,6144",2,4,94.10,102.58,104.57,107.06
MatMulV2,"21,6144;6144,6144",1,4,65.86,102.70,102.72,139.50
MatMulV2,"18,6144;6144,6144",1,4,66.58,101.28,100.78,136.96
MatMulV2,"15,6144;6144,6144",1,4,64.26,100.29,99.59,137.73
MatMulV2,"18,6144;128,6144",1,4,15.14,16.27,16.31,17.30
MatMulV2,"18,6144;32,6144",1,4,13.32,13.46,13.45,13.60
MatMulV2,"18,6144;256,6144",1,4,10.58,10.62,10.60,10.72
MatMulV2,"6,6144;9680,6144",1,3,161.34,183.70,180.06,209.71
MatMulV2,"4,6144;9680,6144",1,3,166.64,181.59,175.40,202.72
MatMulV2,"21,6144;38720,6144",1,2,487.26,488.57,488.57,489.88
MatMulV2,"15,6144;38720,6144",1,2,457.62,480.51,480.51,503.40
MatMulV2,"18,6144;38720,6144",1,2,478.76,480.39,480.39,482.02
MatMulV2,"4,6144;38720,6144",1,2,413.48,427.11,427.11,440.74
MatMulV2,"608,6144;9680,6144",1,2,313.61,318.34,318.34,323.08
MatMulV2,"12,12288;6144,12288",1,2,132.01,176.28,176.28,220.55
MatMulV2,"12,6144;6144,6144",1,2,62.78,92.46,92.46,122.15
MatMulV2,"12,6144;38720,6144",1,1,447.46,447.46,447.46,447.46
MatMulV3,"1365,6144;9680,6144",4,20,623.11,656.26,662.94,682.76
MemSet,N/A,11,34506,5.34,10.39,12.02,23.70
MoeDistributeCombineV2,"6656,6144;1,8;851968;256;1,8;1;;;;;6656;;;;;;;",3,218,26.76,92.77,86.64,186.84
MoeDistributeCombineV2,"6656,6144;3,8;851968;256;3,8;1;;;;;6656;;;;;;;",2,96,29.32,86.84,87.18,145.80
MoeDistributeCombineV2,"6656,6144;2,8;851968;256;2,8;1;;;;;6656;;;;;;;",2,92,28.12,88.88,84.44,180.34
MoeDistributeCombineV2,"6656,6144;6,8;851968;256;6,8;1;;;;;6656;;;;;;;",1,42,31.34,74.86,71.50,133.05
MoeDistributeCombineV2,"6656,6144;4,8;851968;256;4,8;1;;;;;6656;;;;;;;",1,4,73.70,80.84,80.11,89.44
MoeDistributeCombineV2,"6656,6144;5,8;851968;256;5,8;1;;;;;6656;;;;;;;",1,4,44.70,70.52,67.97,101.44
MoeDistributeDispatchV2,"1,6144;1,8;;;;;",3,218,45.28,195.33,68.65,3644.19
MoeDistributeDispatchV2,"3,6144;3,8;;;;;",2,96,47.88,550.16,64.18,6076.68
MoeDistributeDispatchV2,"2,6144;2,8;;;;;",2,92,51.82,673.16,164.28,5345.89
MoeDistributeDispatchV2,"6,6144;6,8;;;;;",1,42,47.44,1331.41,59.61,2910.90
MoeDistributeDispatchV2,"4,6144;4,8;;;;;",1,4,54.30,1514.51,1505.10,2993.52
MoeDistributeDispatchV2,"5,6144;5,8;;;;;",1,4,57.38,1446.44,1444.49,2839.39
MoeGatingTopK,"1,256;256",3,8394,3.38,4.04,3.86,7.20
MoeGatingTopK,"3,256;256",2,3696,4.12,5.04,4.94,9.80
MoeGatingTopK,"2,256;256",2,3542,3.76,4.63,4.48,11.52
MoeGatingTopK,"256,256;256",6,2772,19.66,24.17,23.76,32.04
MoeGatingTopK,"7,256;256",1,1425,5.78,7.24,7.22,10.48
MoeGatingTopK,"6,256;256",1,342,5.38,6.38,6.18,9.62
MoeGatingTopK,"114,256;256",2,154,17.28,20.94,20.23,28.56
MoeGatingTopK,"4,256;256",1,154,4.64,5.79,5.81,7.24
MoeGatingTopK,"5,256;256",1,4,5.88,6.11,6.15,6.26
MoeTokenPermute,"256,6144;256,8",6,72,27.58,31.97,32.17,37.60
MoeTokenPermute,"114,6144;114,8",2,4,26.30,28.66,29.23,29.88
MoeTokenPermute,"2135,6144;2135",2,2,33.38,36.82,36.82,40.26
MoeTokenPermute,"2201,6144;2201",1,2,31.18,33.72,33.72,36.26
MoeTokenPermute,"2201,1;2201",1,2,29.28,31.11,31.11,32.94
MoeTokenPermute,"2135,1;2135",2,2,28.32,29.36,29.36,30.40
MoeTokenPermute,"3126,6144;3126",1,1,47.54,47.54,47.54,47.54
MoeTokenPermute,"3586,6144;3586",1,1,43.34,43.34,43.34,43.34
MoeTokenPermute,"2097,6144;2097",1,1,43.32,43.32,43.32,43.32
MoeTokenPermute,"3552,6144;3552",1,1,43.24,43.24,43.24,43.24
MoeTokenPermute,"3440,6144;3440",1,1,42.94,42.94,42.94,42.94
MoeTokenPermute,"3148,6144;3148",1,1,42.78,42.78,42.78,42.78
MoeTokenPermute,"3148,1;3148",1,1,42.16,42.16,42.16,42.16
MoeTokenPermute,"3553,6144;3553",1,1,41.98,41.98,41.98,41.98
MoeTokenPermute,"3255,6144;3255",1,1,41.92,41.92,41.92,41.92
MoeTokenPermute,"3247,6144;3247",1,1,41.22,41.22,41.22,41.22
MoeTokenPermute,"2136,6144;2136",1,1,41.14,41.14,41.14,41.14
MoeTokenPermute,"3524,6144;3524",1,1,40.92,40.92,40.92,40.92
MoeTokenPermute,"3440,1;3440",1,1,40.46,40.46,40.46,40.46
MoeTokenPermute,"3255,1;3255",1,1,40.42,40.42,40.42,40.42
MoeTokenPermute,"2379,6144;2379",1,1,40.42,40.42,40.42,40.42
MoeTokenPermute,"2214,6144;2214",1,1,40.06,40.06,40.06,40.06
MoeTokenPermute,"2621,6144;2621",1,1,39.88,39.88,39.88,39.88
MoeTokenPermute,"2508,6144;2508",1,1,39.86,39.86,39.86,39.86
MoeTokenPermute,"3553,1;3553",1,1,39.72,39.72,39.72,39.72
MoeTokenPermute,"3192,6144;3192",1,1,39.28,39.28,39.28,39.28
MoeTokenPermute,"2256,6144;2256",1,1,39.12,39.12,39.12,39.12
MoeTokenPermute,"2238,6144;2238",1,1,39.00,39.00,39.00,39.00
MoeTokenPermute,"3607,6144;3607",1,1,38.94,38.94,38.94,38.94
MoeTokenPermute,"2144,6144;2144",1,1,38.80,38.80,38.80,38.80
MoeTokenPermute,"1712,6144;1712",1,1,38.70,38.70,38.70,38.70
MoeTokenPermute,"3640,6144;3640",1,1,38.70,38.70,38.70,38.70
MoeTokenPermute,"2160,6144;2160",1,1,38.68,38.68,38.68,38.68
MoeTokenPermute,"1785,6144;1785",1,1,38.36,38.36,38.36,38.36
MoeTokenPermute,"3607,1;3607",1,1,38.16,38.16,38.16,38.16
MoeTokenPermute,"1910,6144;1910",1,1,38.08,38.08,38.08,38.08
MoeTokenPermute,"2174,6144;2174",1,1,37.92,37.92,37.92,37.92
MoeTokenPermute,"2117,6144;2117",1,1,37.72,37.72,37.72,37.72
MoeTokenPermute,"3552,1;3552",1,1,37.70,37.70,37.70,37.70
MoeTokenPermute,"3586,1;3586",1,1,37.48,37.48,37.48,37.48
MoeTokenPermute,"3126,1;3126",1,1,37.48,37.48,37.48,37.48
MoeTokenPermute,"1876,6144;1876",1,1,37.46,37.46,37.46,37.46
MoeTokenPermute,"2299,6144;2299",1,1,37.34,37.34,37.34,37.34
MoeTokenPermute,"1730,6144;1730",1,1,37.12,37.12,37.12,37.12
MoeTokenPermute,"1905,6144;1905",1,1,37.00,37.00,37.00,37.00
MoeTokenPermute,"2230,6144;2230",1,1,36.92,36.92,36.92,36.92
MoeTokenPermute,"2069,1;2069",1,1,36.88,36.88,36.88,36.88
MoeTokenPermute,"2084,6144;2084",1,1,36.74,36.74,36.74,36.74
MoeTokenPermute,"2461,6144;2461",1,1,36.52,36.52,36.52,36.52
MoeTokenPermute,"2095,6144;2095",1,1,36.50,36.50,36.50,36.50
MoeTokenPermute,"1714,6144;1714",1,1,36.46,36.46,36.46,36.46
MoeTokenPermute,"2272,6144;2272",1,1,36.32,36.32,36.32,36.32
MoeTokenPermute,"2200,6144;2200",1,1,36.26,36.26,36.26,36.26
MoeTokenPermute,"2161,6144;2161",1,1,36.26,36.26,36.26,36.26
MoeTokenPermute,"1764,6144;1764",1,1,36.26,36.26,36.26,36.26
MoeTokenPermute,"2256,1;2256",1,1,36.18,36.18,36.18,36.18
MoeTokenPermute,"2124,6144;2124",1,1,36.08,36.08,36.08,36.08
MoeTokenPermute,"1806,6144;1806",1,1,36.00,36.00,36.00,36.00
MoeTokenPermute,"1858,6144;1858",1,1,35.96,35.96,35.96,35.96
MoeTokenPermute,"1904,6144;1904",1,1,35.72,35.72,35.72,35.72
MoeTokenPermute,"2016,6144;2016",1,1,35.46,35.46,35.46,35.46
MoeTokenPermute,"1868,6144;1868",1,1,35.08,35.08,35.08,35.08
MoeTokenPermute,"2091,6144;2091",1,1,34.92,34.92,34.92,34.92
MoeTokenPermute,"3247,1;3247",1,1,34.84,34.84,34.84,34.84
MoeTokenPermute,"2468,6144;2468",1,1,34.82,34.82,34.82,34.82
MoeTokenPermute,"2409,6144;2409",1,1,34.78,34.78,34.78,34.78
MoeTokenPermute,"2006,6144;2006",1,1,34.62,34.62,34.62,34.62
MoeTokenPermute,"2020,6144;2020",1,1,34.56,34.56,34.56,34.56
MoeTokenPermute,"2142,6144;2142",1,1,34.48,34.48,34.48,34.48
MoeTokenPermute,"2022,6144;2022",1,1,34.36,34.36,34.36,34.36
MoeTokenPermute,"2069,6144;2069",1,1,34.24,34.24,34.24,34.24
MoeTokenPermute,"2153,6144;2153",1,1,34.24,34.24,34.24,34.24
MoeTokenPermute,"2312,6144;2312",1,1,34.22,34.22,34.22,34.22
MoeTokenPermute,"1866,6144;1866",1,1,34.20,34.20,34.20,34.20
MoeTokenPermute,"1888,6144;1888",1,1,34.12,34.12,34.12,34.12
MoeTokenPermute,"1584,6144;1584",1,1,34.08,34.08,34.08,34.08
MoeTokenPermute,"1860,6144;1860",1,1,34.06,34.06,34.06,34.06
MoeTokenPermute,"1876,1;1876",1,1,34.04,34.04,34.04,34.04
MoeTokenPermute,"2302,6144;2302",1,1,33.98,33.98,33.98,33.98
MoeTokenPermute,"2123,6144;2123",1,1,33.94,33.94,33.94,33.94
MoeTokenPermute,"2565,6144;2565",1,1,33.94,33.94,33.94,33.94
MoeTokenPermute,"3524,1;3524",1,1,33.92,33.92,33.92,33.92
MoeTokenPermute,"2412,6144;2412",1,1,33.72,33.72,33.72,33.72
MoeTokenPermute,"1904,1;1904",1,1,33.68,33.68,33.68,33.68
MoeTokenPermute,"2621,1;2621",1,1,33.66,33.66,33.66,33.66
MoeTokenPermute,"2097,1;2097",1,1,33.64,33.64,33.64,33.64
MoeTokenPermute,"2215,6144;2215",1,1,33.64,33.64,33.64,33.64
MoeTokenPermute,"2214,1;2214",1,1,33.62,33.62,33.62,33.62
MoeTokenPermute,"1977,6144;1977",1,1,33.54,33.54,33.54,33.54
MoeTokenPermute,"2379,1;2379",1,1,33.40,33.40,33.40,33.40
MoeTokenPermute,"2125,6144;2125",1,1,33.38,33.38,33.38,33.38
MoeTokenPermute,"2200,1;2200",1,1,33.36,33.36,33.36,33.36
MoeTokenPermute,"2299,1;2299",1,1,33.14,33.14,33.14,33.14
MoeTokenPermute,"2565,1;2565",1,1,33.04,33.04,33.04,33.04
MoeTokenPermute,"2238,1;2238",1,1,32.96,32.96,32.96,32.96
MoeTokenPermute,"2182,6144;2182",1,1,32.70,32.70,32.70,32.70
MoeTokenPermute,"2022,1;2022",1,1,32.66,32.66,32.66,32.66
MoeTokenPermute,"3640,1;3640",1,1,32.66,32.66,32.66,32.66
MoeTokenPermute,"2074,6144;2074",1,1,32.54,32.54,32.54,32.54
