family,sub_op,npu_op_type,input_shapes,runs_seen,total_calls,total_ms,min_us,avg_us,median_us
Comm,all_gather,hcom_allGather_,N/A,11,41407,1477.6,5.90,35.68,10.07
Comm,all_reduce,hcom_allReduce_,N/A,5,74786,1028.4,4.06,13.75,6.28
Comm,all_to_all,hcom_alltoall_,N/A,6,4324,1652.9,9.02,382.26,94.19
Comm,all_to_all_v,hcom_alltoallv_,N/A,6,456,218.6,24.02,479.47,162.40
Comm,allgatherAicpuKernel,allgatherAicpuKernel,N/A,8,365,101.7,114.25,278.73,232.82
Comm,batch_get,hccl_batchGet_,N/A,4,132,253.1,5.36,1917.57,252.03
Comm,batch_get_aicpu,batch_getAicpuKernel,N/A,4,134,349.8,21.94,2610.68,35.75
Comm,batch_putAicpuKernel,batch_putAicpuKernel,N/A,1,32,1.7,23.28,53.48,28.73
Comm,broadcast,hcom_broadcast_,N/A,6,2964,32346.3,482.83,10913.06,516.66
Comm,broadcast_aicpu,broadcastAicpuKernel,N/A,6,2964,59939.8,495.55,20222.60,556.85
Comm,reduce_scatter,hcom_reduceScatter_,N/A,6,2616,22785.9,10.88,8710.22,201.06
Comm,reduce_scatter_aicpu,reduce_scatterAicpuKernel,N/A,6,2464,52283.3,193.10,21218.88,210.82
DSA_Attention,indexer,LightningIndexer,"3,32,128;1765,128,1,128;3,32;1;1;1,1584",3,8720,301.4,25.60,34.56,32.68
DSA_Attention,indexer,LightningIndexer,"9,32,128;1765,128,1,128;9,32;3;3;3,1584",2,3760,251.8,38.02,66.97,48.34
DSA_Attention,indexer,LightningIndexer,"6,32,128;1765,128,1,128;6,32;2;2;2,1584",2,3680,220.5,36.00,59.93,47.52
DSA_Attention,indexer,LightningIndexer,"27,32,128;1765,128,1,128;27,32;9;9;9,1584",1,1482,95.7,56.08,64.60,60.52
DSA_Attention,indexer,LightningIndexer,"256,32,128;1678,128,1,128;256,32;1;1;1,1584",2,1120,208.5,25.10,186.19,93.54
DSA_Attention,indexer,LightningIndexer,"256,32,128;1681,128,1,128;256,32;1;1;1,1584",1,400,98.4,26.26,246.01,141.75
DSA_Attention,indexer,LightningIndexer,"21,32,128;1765,128,1,128;21,32;7;7;7,1584",1,316,19.1,46.12,60.48,53.22
DSA_Attention,indexer,LightningIndexer,"256,32,128;1680,128,1,128;256,32;1;1;1,1584",1,160,17.1,26.78,106.95,45.54
DSA_Attention,indexer,LightningIndexer,"256,32,128;1681,128,1,128;256,32;5;5;5,1584",1,160,16.6,27.52,104.04,65.28
DSA_Attention,indexer,LightningIndexer,"15,32,128;1765,128,1,128;15,32;5;5;5,1584",1,160,9.5,44.14,59.33,51.88
DSA_Attention,indexer,LightningIndexer,"256,32,128;1678,128,1,128;256,32;5;5;5,1584",1,80,7.7,29.82,96.37,63.72
DSA_Attention,indexer,LightningIndexer,"256,32,128;1678,128,1,128;256,32;6;6;6,1584",1,80,9.7,33.66,121.43,77.96
DSA_Attention,indexer,LightningIndexer,"114,32,128;1680,128,1,128;114,32;1;1;1,1584",1,80,10.5,35.20,130.71,83.90
DSA_Attention,indexer,LightningIndexer,"256,32,128;1681,128,1,128;256,32;4;4;4,1584",1,80,7.6,26.04,94.49,61.06
DSA_Attention,indexer,LightningIndexer,"12,32,128;1765,128,1,128;12,32;4;4;4,1584",1,80,4.4,40.80,55.55,48.31
DSA_Attention,indexer,LightningIndexer,"24,32,128;1765,128,1,128;24,32;8;8;8,1584",1,38,2.2,48.48,58.93,53.68
DSA_Attention,indexer,LightningIndexer,"18,32,128;1765,128,1,128;18,32;6;6;6,1584",1,4,0.2,46.62,53.87,49.79
DSA_Attention,mla_preprocess,mla_preprocess_0_mix_aic,N/A,5,17784,1230.8,59.66,69.21,64.23
DSA_Attention,mla_preprocess,mla_preprocess,N/A,5,456,31.3,61.56,68.64,63.97
DSA_Attention,sfa_kernel,SparseFlashAttention,"3,16,512;1765,128,1,512;1765,128,1,512;3,1,2048;1,1584;1;1;3,16,64;1765,128,1,64",3,8719,777.5,83.52,89.17,86.06
DSA_Attention,sfa_kernel,SparseFlashAttention,"9,16,512;1765,128,1,512;1765,128,1,512;9,1,2048;3,1584;3;3;9,16,64;1765,128,1,64",2,3760,347.1,86.04,92.31,88.86
DSA_Attention,sfa_kernel,SparseFlashAttention,"6,16,512;1765,128,1,512;1765,128,1,512;6,1,2048;2,1584;2;2;6,16,64;1765,128,1,64",2,3680,333.3,86.42,90.57,88.13
DSA_Attention,sfa_kernel,SparseFlashAttention,"27,16,512;1765,128,1,512;1765,128,1,512;27,1,2048;9,1584;9;9;27,16,64;1765,128,1,64",1,1482,230.6,150.41,155.62,152.75
DSA_Attention,sfa_kernel,SparseFlashAttention,"256,64,512;1678,128,1,512;1678,128,1,512;256,1,2048;1,1584;1;1;256,64,64;1678,128,1,64",2,1120,684.3,90.62,610.96,443.70
DSA_Attention,sfa_kernel,SparseFlashAttention,"256,64,512;1681,128,1,512;1681,128,1,512;256,1,2048;1,1584;1;1;256,64,64;1681,128,1,64",1,400,265.1,92.40,662.77,446.21
DSA_Attention,sfa_kernel,SparseFlashAttention,"21,16,512;1765,128,1,512;1765,128,1,512;21,1,2048;7,1584;7;7;21,16,64;1765,128,1,64",1,316,30.1,88.32,95.11,91.63
DSA_Attention,sfa_kernel,SparseFlashAttention,"256,64,512;1680,128,1,512;1680,128,1,512;256,1,2048;1,1584;1;1;256,64,64;1680,128,1,64",1,160,77.1,92.36,481.96,133.99
DSA_Attention,sfa_kernel,SparseFlashAttention,"256,64,512;1681,128,1,512;1681,128,1,512;256,1,2048;5,1584;5;5;256,64,64;1681,128,1,64",1,160,130.2,95.22,813.59,463.47
DSA_Attention,sfa_kernel,SparseFlashAttention,"15,16,512;1765,128,1,512;1765,128,1,512;15,1,2048;5,1584;5;5;15,16,64;1765,128,1,64",1,160,15.0,88.10,93.76,90.88
DSA_Attention,sfa_kernel,SparseFlashAttention,"256,64,512;1678,128,1,512;1678,128,1,512;256,1,2048;5,1584;5;5;256,64,64;1678,128,1,64",1,80,65.2,92.76,815.14,462.53
DSA_Attention,sfa_kernel,SparseFlashAttention,"256,64,512;1678,128,1,512;1678,128,1,512;256,1,2048;6,1584;6;6;256,64,64;1678,128,1,64",1,80,65.6,95.60,820.61,466.35
DSA_Attention,sfa_kernel,SparseFlashAttention,"114,64,512;1680,128,1,512;1680,128,1,512;114,1,2048;1,1584;1;1;114,64,64;1680,128,1,64",1,80,30.5,92.38,381.17,239.35
DSA_Attention,sfa_kernel,SparseFlashAttention,"256,64,512;1681,128,1,512;1681,128,1,512;256,1,2048;4,1584;4;4;256,64,64;1681,128,1,64",1,80,58.9,95.54,736.84,424.83
DSA_Attention,sfa_kernel,SparseFlashAttention,"12,16,512;1765,128,1,512;1765,128,1,512;12,1,2048;4,1584;4;4;12,16,64;1765,128,1,64",1,80,7.4,88.16,92.01,89.90
DSA_Attention,sfa_kernel,SparseFlashAttention,"24,16,512;1765,128,1,512;1765,128,1,512;24,1,2048;8,1584;8;8;24,16,64;1765,128,1,64",1,38,3.6,88.64,95.08,91.12
DSA_Attention,sfa_kernel,SparseFlashAttention,"18,16,512;1765,128,1,512;1765,128,1,512;18,1,2048;6,1584;6;6;18,16,64;1765,128,1,64",1,4,0.4,88.94,93.77,91.19
ElementWise,add,Add,"256,6144;256,6144",6,2844,33.3,6.20,11.70,8.90
ElementWise,add,Add,1;,7,393,0.6,1.32,1.52,1.43
ElementWise,add,Add,2;,4,247,0.4,1.38,1.57,1.47
ElementWise,add,Add,"1,154880;",7,240,2.2,6.60,9.22,7.80
ElementWise,add,Add,"3,6144;3,6144",3,218,0.9,3.78,4.34,4.14
ElementWise,add,Add,"114,6144;114,6144",2,158,1.6,3.90,10.08,6.93
ElementWise,add,Add,3;,2,141,0.2,1.34,1.53,1.50
ElementWise,add,Add,1;1,7,131,0.2,1.20,1.40,1.33
ElementWise,add,Add,"3,154880;",2,94,1.0,7.62,10.96,8.04
ElementWise,add,Add,"9,6144;9,6144",2,94,0.7,7.54,7.96,7.81
ElementWise,add,Add,"2,154880;",2,92,0.8,7.18,9.14,8.14
ElementWise,add,Add,"6,6144;6,6144",2,92,0.6,6.22,6.55,6.43
ElementWise,add,Add,8;,1,58,0.1,1.30,1.53,1.41
ElementWise,add,Add,6;,3,56,0.1,1.42,1.61,1.49
ElementWise,add,Add,4;,3,52,0.1,1.36,1.62,1.50
ElementWise,add,Add,3;3,2,47,0.1,1.32,1.47,1.51
ElementWise,add,Add,2;2,2,46,0.1,1.34,1.49,1.47
ElementWise,add,Add,"24,6144;24,6144",1,38,0.3,7.76,8.10,7.84
ElementWise,add,Add,"8,154880;",1,38,0.5,8.64,12.31,9.18
ElementWise,add,Add,16;,1,19,0.0,1.42,1.62,1.51
ElementWise,add,Add,8;8,1,19,0.0,1.38,1.57,1.46
ElementWise,add,Add,5;,3,15,0.0,1.44,1.56,1.52
ElementWise,add,Add,1365;,4,10,0.0,1.52,1.63,1.54
ElementWise,add,Add,"5,154880;",3,7,0.1,8.94,13.04,13.24
ElementWise,add,Add,7;,1,6,0.0,1.34,1.48,1.41
ElementWise,add,Add,5;5,3,5,0.0,1.36,1.62,1.62
ElementWise,add,Add,"6,154880;",2,5,0.1,9.18,10.56,12.28
ElementWise,add,Add,"15,6144;15,6144",1,4,0.0,7.78,7.94,7.87
ElementWise,add,Add,"18,6144;18,6144",1,4,0.0,7.82,8.69,7.87
ElementWise,add,Add,"21,6144;21,6144",1,4,0.0,7.94,7.99,7.97
ElementWise,add,Add,"7,154880;",1,4,0.0,9.24,9.58,9.41
ElementWise,add,Add,6;6,2,3,0.0,1.34,1.66,1.68
ElementWise,add,Add,"4,154880;",2,3,0.0,9.04,11.44,12.54
ElementWise,add,Add,4;4,2,2,0.0,1.48,1.55,1.55
ElementWise,add,Add,10;,1,2,0.0,1.54,1.66,1.60
ElementWise,add,Add,"12,6144;12,6144",1,2,0.0,8.06,9.34,8.70
ElementWise,add,Add,12;,1,2,0.0,1.48,1.57,1.52
ElementWise,add,Add,14;,1,2,0.0,1.46,1.54,1.50
ElementWise,add,Add,7;7,1,2,0.0,1.36,1.68,1.52
ElementWise,add,Add,608;,1,1,0.0,1.60,1.60,1.60
ElementWise,add_rmsnorm,AddRmsNormBias,"3,6144;3,6144;6144;6144",3,16896,65.4,3.46,3.87,3.69
ElementWise,add_rmsnorm,AddRmsNormBias,"9,6144;9,6144;6144;6144",2,7285,35.3,4.36,4.85,4.60
ElementWise,add_rmsnorm,AddRmsNormBias,"6,6144;6,6144;6144;6144",2,7130,30.6,3.94,4.29,4.09
ElementWise,add_rmsnorm,AddRmsNormBias,"256,6144;256,6144;6144;6144",6,5688,127.4,17.36,22.39,21.52
ElementWise,add_rmsnorm,AddRmsNormBias,"27,6144;27,6144;6144;6144",1,2907,23.3,7.08,8.00,7.51
ElementWise,add_rmsnorm,AddRmsNormBias,"21,6144;21,6144;6144;6144",1,616,4.1,6.18,6.71,6.40
ElementWise,add_rmsnorm,AddRmsNormBias,"114,6144;114,6144;6144;6144",2,316,4.8,12.24,15.31,14.96
ElementWise,add_rmsnorm,AddRmsNormBias,"15,6144;15,6144;6144;6144",1,310,1.8,5.36,5.71,5.52
ElementWise,add_rmsnorm,AddRmsNormBias,"12,6144;12,6144;6144;6144",1,155,0.8,4.88,5.20,5.02
ElementWise,add_rmsnorm,AddRmsNormBias,"24,6144;24,6144;6144;6144",1,38,0.3,7.10,7.46,7.24
ElementWise,add_rmsnorm,AddRmsNormBias,"18,6144;18,6144;6144;6144",1,4,0.0,6.36,6.51,6.41
ElementWise,cast,Cast,"3,128",3,17222,22.5,1.08,1.30,1.19
ElementWise,cast,Cast,"1,8",3,8285,10.2,1.04,1.23,1.13
ElementWise,cast,Cast,"9,128",2,7426,10.0,1.12,1.35,1.23
ElementWise,cast,Cast,"6,128",2,7268,9.5,1.10,1.31,1.21
ElementWise,cast,Cast,"256,128",6,4160,25.6,5.06,6.15,5.87
ElementWise,cast,Cast,"3,8",2,3695,7.7,1.04,2.10,1.22
ElementWise,cast,Cast,"2,8",2,3496,6.5,1.04,1.87,1.30
ElementWise,cast,Cast,"27,128",1,2926,5.1,1.40,1.73,1.55
ElementWise,cast,Cast,"256,8",6,2700,4.4,1.24,1.62,1.43
ElementWise,cast,Cast,1,11,2317,3.2,1.06,1.39,1.31
ElementWise,cast,Cast,256,6,2156,3.2,1.14,1.48,1.32
ElementWise,cast,Cast,3,4,2079,2.8,1.04,1.36,1.20
ElementWise,cast,Cast,"7,8",1,1406,1.9,1.08,1.33,1.18
ElementWise,cast,Cast,2,4,864,25.2,1.08,29.21,40.67
ElementWise,cast,Cast,6,4,730,13.0,1.08,17.74,1.34
ElementWise,cast,Cast,"21,128",1,624,1.0,1.32,1.57,1.44
ElementWise,cast,Cast,9,2,611,0.8,1.08,1.34,1.20
ElementWise,cast,Cast,4096,6,562,1.3,1.34,2.24,1.76
ElementWise,cast,Cast,"6,8",1,338,0.5,1.10,1.35,1.21
ElementWise,cast,Cast,"15,128",1,316,0.5,1.22,1.45,1.31
ElementWise,cast,Cast,24,1,247,0.4,1.18,1.42,1.29
ElementWise,cast,Cast,"1,154880",7,240,1.5,2.64,6.12,7.43
ElementWise,cast,Cast,8,1,230,0.6,1.04,2.68,1.16
ElementWise,cast,Cast,"32,8",6,228,0.3,1.12,1.30,1.19
ElementWise,cast,Cast,"1,3",3,218,0.3,1.08,1.37,1.21
ElementWise,cast,Cast,"2,154880",4,201,1.5,4.24,7.70,7.98
ElementWise,cast,Cast,"1,1",7,175,0.2,1.12,1.43,1.36
ElementWise,cast,Cast,"114,128",1,160,0.6,3.56,3.78,3.65
ElementWise,cast,Cast,"12,128",1,158,0.2,1.22,1.44,1.30
ElementWise,cast,Cast,"4,8",1,152,0.2,1.06,1.25,1.14
ElementWise,cast,Cast,"114,8",2,150,0.2,1.16,1.56,1.32
ElementWise,cast,Cast,4,3,135,11.3,1.16,83.43,1.42
ElementWise,cast,Cast,"1,2",3,110,0.2,1.48,1.62,1.55
ElementWise,cast,Cast,"3,154880",2,94,0.6,4.08,6.54,5.57
ElementWise,cast,Cast,"3,3",2,94,0.1,1.10,1.30,1.22
ElementWise,cast,Cast,"2,3",2,92,0.1,1.12,1.32,1.24
ElementWise,cast,Cast,114,1,80,0.1,1.56,1.70,1.62
ElementWise,cast,Cast,512,6,76,0.1,1.32,1.61,1.42
ElementWise,cast,Cast,"24,128",1,76,0.1,1.52,1.68,1.59
ElementWise,cast,Cast,5,3,60,0.1,1.10,1.41,1.25
ElementWise,cast,Cast,"6,154880",3,52,0.4,4.44,8.11,8.21
ElementWise,cast,Cast,"4,154880",3,49,0.5,4.66,9.66,8.39
ElementWise,cast,Cast,"3,1",2,47,0.1,1.28,1.44,1.40
ElementWise,cast,Cast,"3,2",2,47,0.1,1.42,1.66,1.57
ElementWise,cast,Cast,"2,1",2,46,0.1,1.30,1.49,1.36
ElementWise,cast,Cast,"2,2",2,46,0.1,1.30,1.48,1.41
ElementWise,cast,Cast,1365,4,40,0.1,1.44,1.80,1.65
ElementWise,cast,Cast,"8,154880",1,39,0.3,5.12,7.08,6.73
ElementWise,cast,Cast,16,1,38,4.6,108.48,120.66,113.44
ElementWise,cast,Cast,"8,3",1,38,0.1,1.12,1.34,1.22
ElementWise,cast,Cast,1824,2,30,0.1,1.24,1.73,1.61
ElementWise,cast,Cast,15,1,26,0.0,1.10,1.40,1.25
ElementWise,cast,Cast,18,1,26,0.0,1.20,1.41,1.30
ElementWise,cast,Cast,21,1,26,0.0,1.14,1.43,1.25
ElementWise,cast,Cast,7,1,24,0.0,1.06,1.32,1.17
ElementWise,cast,Cast,"16,154880",1,19,0.2,9.34,9.76,9.47
ElementWise,cast,Cast,"8,1",1,19,0.0,1.16,1.37,1.27
ElementWise,cast,Cast,"8,2",1,18,0.0,1.32,1.48,1.37
ElementWise,cast,Cast,12,1,17,0.6,1.10,36.88,1.28
ElementWise,cast,Cast,"5,1",3,11,0.0,1.20,1.45,1.43
ElementWise,cast,Cast,"18,128",1,8,0.0,1.58,1.65,1.60
ElementWise,cast,Cast,"5,154880",3,7,0.1,4.86,8.19,8.17
ElementWise,cast,Cast,"6,1",2,5,0.0,1.32,1.54,1.44
ElementWise,cast,Cast,608,1,4,0.0,1.30,1.52,1.42
ElementWise,cast,Cast,"4,1",2,4,0.0,1.16,1.42,1.40
ElementWise,cast,Cast,10,1,4,0.6,119.00,150.94,131.82
ElementWise,cast,Cast,14,1,4,0.6,131.95,146.00,139.08
ElementWise,cast,Cast,"5,3",1,4,0.0,1.24,1.35,1.27
ElementWise,cast,Cast,"5,8",1,4,0.0,1.28,1.42,1.34
ElementWise,cast,Cast,"6,3",1,4,0.0,1.22,1.36,1.29
ElementWise,cast,Cast,"7,154880",1,4,0.0,5.16,6.94,6.05
ElementWise,cast,Cast,"7,3",1,4,0.0,1.20,1.32,1.25
ElementWise,cast,Cast,1813,2,3,0.0,1.92,1.95,1.93
ElementWise,cast,Cast,3621,2,2,0.0,2.28,2.45,2.45
ElementWise,cast,Cast,"10,154880",1,2,0.0,8.68,8.73,8.71
ElementWise,cast,Cast,"12,154880",1,2,0.0,9.06,9.13,9.10
ElementWise,cast,Cast,"14,154880",1,2,0.0,9.26,9.26,9.26
ElementWise,cast,Cast,"4,3",1,2,0.0,1.08,1.23,1.16
ElementWise,cast,Cast,"5,2",1,2,0.0,1.50,1.54,1.52
ElementWise,cast,Cast,"6,2",1,2,0.0,1.36,1.62,1.49
ElementWise,cast,Cast,"7,1",1,2,0.0,1.36,1.39,1.38
ElementWise,cast,Cast,"7,2",1,2,0.0,1.48,1.50,1.49
ElementWise,cast,Cast,"4,2",1,1,0.0,1.56,1.56,1.56
ElementWise,concat,ConcatD,"256,64;256,512;256,128",6,2080,10.1,4.12,4.86,4.50
ElementWise,concat,ConcatD,"3,6144;3,6144",3,218,0.6,2.62,2.90,2.77
ElementWise,concat,ConcatD,"9,6144;9,6144",2,94,0.4,3.66,3.88,3.73
ElementWise,concat,ConcatD,"6,6144;6,6144",2,92,0.3,2.96,3.20,3.18
ElementWise,concat,ConcatD,"114,64;114,512;114,128",1,80,0.3,3.46,3.95,3.71
ElementWise,concat,ConcatD,"256,6144;256,6144",6,72,0.7,8.88,9.86,9.59
ElementWise,concat,ConcatD,"24,6144;24,6144",1,38,0.2,6.08,6.54,6.26
ElementWise,concat,ConcatD,"114,6144;114,6144",2,4,0.0,9.40,10.08,9.48
ElementWise,concat,ConcatD,"15,6144;15,6144",1,4,0.0,4.78,4.91,4.85
ElementWise,concat,ConcatD,"18,6144;18,6144",1,4,0.0,5.24,5.39,5.27
ElementWise,concat,ConcatD,"21,6144;21,6144",1,4,0.0,5.58,5.82,5.68
ElementWise,concat,ConcatD,"12,6144;12,6144",1,2,0.0,4.32,4.39,4.36
ElementWise,memset,MemSet,N/A,11,34506,358.6,5.34,10.39,13.35
ElementWise,muls,Muls,"256,6144",6,2772,24.8,7.78,8.94,8.80
ElementWise,muls,Muls,"114,6144",2,154,1.3,7.74,8.53,8.32
ElementWise,pad,PadV3,"3,256;4;",3,8285,21.8,2.30,2.63,2.48
ElementWise,pad,PadV3,"3,6144;4;",3,8285,150.4,14.96,18.15,16.23
ElementWise,pad,PadV3,"9,256;4;",2,3572,67.0,13.68,18.75,16.24
ElementWise,pad,PadV3,"9,6144;4;",2,3572,70.0,15.78,19.59,17.63
ElementWise,pad,PadV3,"6,256;4;",2,3496,62.8,13.50,17.95,15.77
ElementWise,pad,PadV3,"6,6144;4;",2,3496,63.1,15.30,18.04,16.68
ElementWise,pad,PadV3,"27,256;4;",1,1406,24.8,12.98,17.62,15.36
ElementWise,pad,PadV3,"27,6144;4;",1,1406,31.8,18.68,22.65,20.59
ElementWise,pad,PadV3,"21,256;4;",1,300,6.0,13.54,19.95,16.84
ElementWise,pad,PadV3,"21,6144;4;",1,300,6.4,15.74,21.48,18.55
ElementWise,pad,PadV3,"15,256;4;",1,152,3.1,13.42,20.19,16.88
ElementWise,pad,PadV3,"15,6144;4;",1,152,3.3,15.76,21.62,18.54
ElementWise,pad,PadV3,"18,256;4;",1,4,0.1,13.82,15.09,14.59
ElementWise,pad,PadV3,"18,6144;4;",1,4,0.1,16.10,16.92,16.57
ElementWise,rmsnorm,RmsNorm,"256,2048;2048",6,2080,39.4,10.08,18.93,14.44
ElementWise,rmsnorm,RmsNorm,"3,6144;6144",4,857,3.9,3.50,4.54,3.71
ElementWise,rmsnorm,RmsNorm,"9,6144;6144",2,329,1.9,4.50,5.72,5.26
ElementWise,rmsnorm,RmsNorm,"6,6144;6144",3,328,1.7,4.16,5.30,5.36
ElementWise,rmsnorm,RmsNorm,"1,6144;6144",7,262,0.9,3.14,3.50,3.83
ElementWise,rmsnorm,RmsNorm,"256,6144;6144",6,252,4.0,10.18,15.73,11.02
ElementWise,rmsnorm,RmsNorm,"24,6144;6144",1,114,0.9,4.48,7.68,6.57
ElementWise,rmsnorm,RmsNorm,"2,6144;6144",2,92,0.3,3.42,3.66,3.49
ElementWise,rmsnorm,RmsNorm,"114,2048;2048",1,80,1.1,8.34,14.37,11.40
ElementWise,rmsnorm,RmsNorm,"8,6144;6144",1,38,0.2,5.38,5.66,5.54
ElementWise,rmsnorm,RmsNorm,"1365,6144;6144",4,20,0.8,39.02,40.73,40.99
ElementWise,rmsnorm,RmsNorm,"27,6144;6144",1,19,0.2,9.48,9.88,9.68
ElementWise,rmsnorm,RmsNorm,"21,6144;6144",1,16,0.1,4.30,7.20,6.06
ElementWise,rmsnorm,RmsNorm,"114,6144;6144",2,14,0.2,7.50,11.97,8.66
ElementWise,rmsnorm,RmsNorm,"15,6144;6144",1,14,0.1,4.86,6.19,5.58
ElementWise,rmsnorm,RmsNorm,"18,6144;6144",1,12,0.1,4.26,6.30,5.71
ElementWise,rmsnorm,RmsNorm,"5,6144;6144",3,10,0.0,3.96,4.70,4.95
ElementWise,rmsnorm,RmsNorm,"12,6144;6144",1,7,0.0,5.24,6.05,5.73
ElementWise,rmsnorm,RmsNorm,"4,6144;6144",2,4,0.0,3.88,4.50,4.48
ElementWise,rmsnorm,RmsNorm,"7,6144;6144",1,4,0.0,5.42,5.50,5.46
ElementWise,rmsnorm,RmsNorm,"608,6144;6144",1,2,0.1,30.14,30.27,30.20
ElementWise,rope,_triton_rope_siso,"256,1,128;256,64;256,64",6,2080,23.9,9.74,11.49,10.73
ElementWise,rope,_triton_rope_siso,"256,32,128;256,64;256,64",6,2080,49.4,19.82,23.74,22.13
ElementWise,rope,_triton_rope_siso,"3,1,128;3,64;3,64",3,218,0.5,2.02,2.16,2.06
ElementWise,rope,_triton_rope_siso,"3,32,128;3,64;3,64",3,218,0.9,3.70,3.91,3.75
ElementWise,rope,_triton_rope_siso,"9,1,128;9,64;9,64",2,94,0.3,2.94,3.19,3.13
ElementWise,rope,_triton_rope_siso,"9,32,128;9,64;9,64",2,94,0.5,4.88,5.11,4.96
ElementWise,rope,_triton_rope_siso,"6,1,128;6,64;6,64",2,92,0.2,2.34,2.50,2.54
ElementWise,rope,_triton_rope_siso,"6,32,128;6,64;6,64",2,92,0.4,4.16,4.35,4.29
ElementWise,rope,_triton_rope_siso,"114,1,128;114,64;114,64",1,80,0.8,9.34,10.21,9.59
ElementWise,rope,_triton_rope_siso,"114,32,128;114,64;114,64",1,80,1.1,13.86,14.29,13.97
ElementWise,rope,_triton_rope_siso,"24,1,128;24,64;24,64",1,38,0.2,5.38,5.61,5.47
ElementWise,rope,_triton_rope_siso,"24,32,128;24,64;24,64",1,38,0.3,7.26,7.66,7.39
ElementWise,rope,_triton_rope_siso,"15,1,128;15,64;15,64",1,4,0.0,4.16,4.19,4.17
ElementWise,rope,_triton_rope_siso,"15,32,128;15,64;15,64",1,4,0.0,5.84,5.96,5.91
ElementWise,rope,_triton_rope_siso,"18,1,128;18,64;18,64",1,4,0.0,4.50,4.64,4.59
ElementWise,rope,_triton_rope_siso,"18,32,128;18,64;18,64",1,4,0.0,6.44,6.57,6.49
ElementWise,rope,_triton_rope_siso,"21,1,128;21,64;21,64",1,4,0.0,4.96,5.06,5.02
ElementWise,rope,_triton_rope_siso,"21,32,128;21,64;21,64",1,4,0.0,6.96,7.01,6.98
ElementWise,rope,_triton_rope_siso,"12,1,128;12,64;12,64",1,2,0.0,3.54,3.67,3.60
ElementWise,rope,_triton_rope_siso,"12,32,128;12,64;12,64",1,2,0.0,5.52,5.61,5.56
ElementWise,scatter_update,ScatterNdUpdateAiCore,"225920,128;3,1;3,128",3,6975,93.6,5.52,13.41,11.87
ElementWise,scatter_update,ScatterNdUpdateAiCore,"225920,128;9,1;9,128",2,3008,37.6,6.82,12.51,12.80
ElementWise,scatter_update,ScatterNdUpdateAiCore,"225920,128;6,1;6,128",2,2944,40.8,8.92,13.85,13.58
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;3,1;3,128",3,1745,23.3,11.84,13.37,13.00
ElementWise,scatter_update,ScatterNdUpdate,"214784,128;4096,1;4096,128",3,1280,154.9,97.92,121.05,108.48
ElementWise,scatter_update,ScatterNdUpdateAiCore,"225920,128;27,1;27,128",1,1216,17.2,12.88,14.17,13.51
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;9,1;9,128",2,752,9.4,11.64,12.52,12.93
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;6,1;6,128",2,736,10.2,13.08,13.80,13.61
ElementWise,scatter_update,ScatterNdUpdate,"215168,128;4096,1;4096,128",2,640,76.8,98.40,120.05,109.72
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;27,1;27,128",1,266,3.8,13.52,14.10,13.81
ElementWise,scatter_update,ScatterNdUpdateAiCore,"225920,128;21,1;21,128",1,256,3.6,13.56,14.05,13.79
ElementWise,scatter_update,ScatterNdUpdate,"215040,128;4096,1;4096,128",1,160,18.6,99.60,116.28,108.19
ElementWise,scatter_update,ScatterNdUpdateAiCore,"225920,128;15,1;15,128",1,128,1.8,13.30,14.09,13.66
ElementWise,scatter_update,ScatterNdUpdate,"215040,128;1824,1;1824,128",1,80,4.6,53.12,57.00,55.21
ElementWise,scatter_update,ScatterNdUpdateAiCore,"225920,128;12,1;12,128",1,64,0.9,13.10,13.88,13.50
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;21,1;21,128",1,60,0.8,13.62,14.03,13.81
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;24,1;24,128",1,38,0.5,13.64,14.07,13.79
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;15,1;15,128",1,32,0.4,13.44,13.93,13.70
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;12,1;12,128",1,16,0.2,13.50,13.85,13.70
ElementWise,scatter_update,ScatterNdUpdate,"225920,128;18,1;18,128",1,4,0.1,13.68,13.79,13.71
ElementWise,slice,Slice,"4096,704;2;2",6,6198,33.6,1.44,5.42,3.70
ElementWise,slice,Slice,"256,2624;2;2",6,4160,16.2,2.76,3.89,3.52
ElementWise,slice,Slice,"256,64,256;3;3",6,2080,20.6,8.10,9.91,8.98
ElementWise,slice,Slice,"202752,128;2;2",11,1530,51.7,23.18,33.79,25.30
ElementWise,slice,Slice,"1824,704;2;2",1,238,1.0,2.98,4.03,3.28
ElementWise,slice,Slice,"32,256;2;2",6,228,0.7,2.20,3.10,2.69
ElementWise,slice,Slice,"114,2624;2;2",1,160,0.5,2.76,3.16,2.93
ElementWise,slice,Slice,"114,64,256;3;3",1,80,0.4,4.30,4.80,4.56
ElementWise,swiglu,SwiGlu,"3,1024",3,8394,31.2,2.98,3.72,3.22
ElementWise,swiglu,SwiGlu,"9,1024",2,3619,50.3,3.28,13.89,9.07
ElementWise,swiglu,SwiGlu,"6,1024",2,3542,50.4,3.28,14.22,9.26
